,TwonHalfDecade,constituentid_x,counts
3057,1925,20071,3
3052,1925,18765,3
138,1475,9926,3
2046,1850,24932,3
3426,1950,1676,3
4550,2000,20769,3
3069,1925,21970,3
362,1550,1661,3
655,1625,1290,3
3100,1925,27042,3
116,1475,426,3
3756,1975,125,3
374,1550,13179,3
4830,2025,38240,3
354,1550,1290,3
3123,1925,30149,3
4553,2000,21223,3
3126,1925,30277,3
2588,1900,1555,3
2050,1850,26820,3
4651,2000,33080,3
86,1450,426,3
2026,1850,20175,3
3799,1975,376,3
2570,1900,1296,3
710,1625,36526,3
3710,1950,50083,3
405,1575,110,3
4526,2000,15326,3
4524,2000,15257,3
3284,1950,376,3
1952,1850,584,3
3351,1950,992,3
3349,1950,990,3
1937,1850,473,3
3712,1950,50234,3
4517,2000,13222,3
24,1150,2718,3
417,1575,441,3
3715,1950,50525,3
3716,1950,50652,3
3322,1950,556,3
1927,1850,408,3
3,-300,9926,3
4509,2000,12449,3
1917,1850,328,3
3328,1950,596,3
2505,1900,454,3
1963,1850,830,3
2472,1900,290,3
383,1550,20021,3
390,1550,36526,3
670,1625,4475,3
3686,1950,46029,3
3174,1925,37736,3
678,1625,11857,3
61,1375,2718,3
140,1475,14034,3
3399,1950,1552,3
3213,1925,52100,3
2003,1850,12224,3
2000,1850,10491,3
4683,2000,37190,3
1968,1850,1050,3
3224,1950,35,3
44,1300,427,3
43,1300,35,3
4859,2025,50918,3
3948,1975,1653,3
1977,1850,1305,3
3742,1975,58,3
1974,1850,1296,3
32,1225,2718,3
3706,1950,49706,3
3769,1975,191,3
467,1575,21517,3
3904,1975,1293,3
2347,1875,30413,3
2698,1900,29608,3
254,1525,427,3
252,1525,403,3
2344,1875,30277,3
553,1600,12466,3
2232,1875,1283,3
4751,2000,51975,3
2845,1925,351,3
3555,1950,23032,3
4630,2000,31292,3
554,1600,14034,3
307,1525,38134,3
540,1600,1303,3
4599,2000,26998,3
3842,1975,572,3
2851,1925,384,3
562,1600,20021,3
563,1600,21018,3
3549,1950,22224,3
566,1600,21894,3
570,1600,23172,3
2859,1925,427,3
4593,2000,26356,3
2202,1875,573,3
257,1525,455,3
262,1525,514,3
3036,1925,15484,3
3613,1950,31177,3
2325,1875,26958,3
502,1600,211,3
3604,1950,30322,3
2754,1900,50030,3
2759,1900,50844,3
293,1525,18165,3
2303,1875,22582,3
499,1600,142,3
511,1600,402,3
287,1525,10026,3
2331,1875,27872,3
497,1600,90,3
3834,1975,524,3
3797,1975,342,3
2782,1925,64,3
4617,2000,30299,3
523,1600,508,3
3620,1950,31531,3
3584,1950,27346,3
3626,1950,32857,3
2795,1925,110,3
2256,1875,1829,3
3577,1950,26356,3
2700,1900,29797,3
313,1550,9,3
2872,1925,501,3
4760,2000,52464,3
631,1625,425,3
176,1500,584,3
3491,1950,12844,3
164,1500,403,3
2131,1875,159,3
616,1625,229,3
2128,1875,153,3
2635,1900,13702,3
2999,1925,7168,3
2632,1900,12564,3
152,1500,151,3
4562,2000,22380,3
2113,1875,67,3
2191,1875,473,3
2112,1875,62,3
337,1550,403,3
3482,1950,11671,3
3018,1925,12458,3
636,1625,455,3
4561,2000,22379,3
2741,1900,38436,3
3900,1975,1272,3
339,1550,427,3
4560,2000,22378,3
143,1475,20021,3
2388,1875,50234,3
2980,1925,1659,3
3499,1950,13969,3
180,1500,1005,3
3863,1975,923,3
4589,2000,25656,3
2184,1875,454,3
3536,1950,20125,3
3634,1950,34336,3
585,1600,37252,3
2673,1900,23749,3
2671,1900,23655,3
2173,1875,398,3
3524,1950,17809,3
3874,1975,995,3
3638,1950,34414,3
203,1500,14034,3
3875,1975,998,3
202,1500,14025,3
589,1600,46560,3
2949,1925,1317,3
2658,1900,21018,3
188,1500,1534,3
3649,1950,35419,3
2966,1925,1583,3
2968,1925,1609,3
3501,1950,14034,3
2904,1925,713,3
1132,1725,12466,3
1684,1800,37573,3
1480,1775,30670,3
1506,1775,52737,3
1260,1750,14825,3
1263,1750,17722,3
1501,1775,48860,3
1497,1775,46323,3
963,1675,38134,3
1816,1825,13179,3
972,1700,9,3
1690,1800,48449,3
4013,1975,6702,3
4025,1975,7169,3
1691,1800,48860,3
788,1650,950,3
1053,1700,46416,3
4174,1975,27759,3
1696,1825,9,3
1294,1750,35270,3
1799,1825,1305,3
1836,1825,23321,3
1072,1725,230,3
943,1675,18314,3
879,1675,48,3
944,1675,19896,3
4148,1975,24322,3
1660,1800,23019,3
1219,1750,570,3
1222,1750,611,3
1859,1825,34346,3
4401,2000,501,3
1854,1825,30049,3
878,1675,37,3
1510,1800,37,3
1522,1800,110,3
4007,1975,6513,3
1671,1800,28975,3
1237,1750,1283,3
952,1675,24254,3
1247,1750,1676,3
1514,1800,62,3
1841,1825,24202,3
980,1700,110,3
4472,2000,6782,3
1792,1825,1279,3
4370,1975,52100,3
4459,2000,5988,3
1430,1775,9808,3
1429,1775,9797,3
1754,1825,454,3
4360,1975,50652,3
1620,1800,1555,3
1414,1775,1543,3
1005,1700,672,3
1410,1775,1304,3
1790,1825,1168,3
4368,1975,52007,3
1371,1775,538,3
1399,1775,1043,3
1734,1825,264,3
1014,1700,1296,3
4366,1975,51832,3
843,1650,23019,3
838,1650,21222,3
4372,1975,52165,3
996,1700,427,3
1716,1825,168,3
1032,1700,19896,3
4351,1975,49835,3
4248,1975,35162,3
4354,1975,50077,3
1784,1825,1050,3
4034,1975,9741,3
1037,1700,22725,3
860,1650,38134,3
988,1700,290,3
1709,1825,110,3
819,1650,9091,3
1334,1775,223,3
1335,1775,229,3
859,1650,38120,3
4195,1975,30413,3
1341,1775,306,3
4042,1975,10037,3
1033,1700,20021,3
1535,1800,211,3
1390,1775,713,3
1155,1725,31127,3
4424,2000,1552,3
4130,1975,23035,3
1177,1750,110,3
4319,1975,46883,3
728,1650,37,3
4138,1975,23541,3
1576,1800,514,3
1627,1800,1676,3
3984,1975,3962,3
1628,1800,1829,3
888,1675,239,3
4493,2000,10218,3
4404,2000,550,3
1895,1850,199,3
1896,1850,211,3
935,1675,12466,3
1897,1850,216,3
4293,1975,38583,3
1587,1800,584,3
903,1675,501,3
1586,1800,570,3
1863,1825,37252,3
1621,1800,1565,3
1545,1800,243,3
941,1675,17722,3
4108,1975,18911,3
4412,2000,923,3
921,1675,1305,3
420,1575,469,2
1447,1775,17808,2
2738,1900,38150,2
2494,1900,392,2
4419,2000,1303,2
3722,1950,51832,2
987,1700,254,2
422,1575,508,2
3610,1950,30875,2
423,1575,514,2
4194,1975,30322,2
2476,1900,306,2
2489,1900,377,2
4414,2000,1011,2
2723,1900,35272,2
4729,2000,47438,2
2719,1900,33056,2
3621,1950,31584,2
2482,1900,337,2
2716,1900,31531,2
300,1525,27449,2
2711,1900,31065,2
4731,2000,47447,2
4190,1975,30083,2
3617,1950,31366,2
3616,1950,31350,2
4418,2000,1273,2
2733,1900,37098,2
2710,1900,31058,2
2749,1900,48522,2
387,1550,24254,2
2750,1900,48860,2
442,1575,1534,2
1608,1800,1279,2
1611,1800,1297,2
4109,1975,19418,2
268,1525,918,2
1406,1775,1290,2
4746,2000,51191,2
264,1525,584,2
2440,1900,155,2
4209,1975,31292,2
4653,2000,33090,2
3602,1950,30157,2
4747,2000,51462,2
2816,1925,209,2
4210,1975,31350,2
1618,1800,1534,2
1396,1775,957,2
3754,1975,116,2
2822,1925,250,2
447,1575,1849,2
1392,1775,851,2
2791,1925,104,2
2789,1925,101,2
277,1525,1303,2
3583,1950,27089,2
2758,1900,50668,2
2466,1900,253,2
995,1700,426,2
982,1700,176,2
2465,1900,241,2
1436,1775,12466,2
4420,2000,1320,2
1435,1775,12389,2
3740,1975,54,2
2459,1900,216,2
2458,1900,212,2
429,1575,684,2
4737,2000,49531,2
2772,1925,33,2
3590,1950,27870,2
1002,1700,538,2
1425,1775,1848,2
1605,1800,1120,2
279,1525,1552,2
2709,1900,30875,2
2697,1900,29501,2
3721,1950,51633,2
392,1550,37368,2
950,1675,23019,2
361,1550,1552,2
360,1550,1534,2
393,1550,38120,2
1548,1800,264,2
3665,1950,37226,2
2601,1900,1666,2
1517,1800,90,2
2603,1900,1676,2
352,1550,1099,2
3697,1950,47497,2
2611,1900,2719,2
2615,1900,7178,2
1552,1800,290,2
4398,2000,442,2
4162,1975,26353,2
342,1550,455,2
1554,1800,306,2
3701,1950,48647,2
3695,1950,47248,2
364,1550,1829,2
2706,1900,30374,2
3670,1950,38105,2
2568,1900,1273,2
2560,1900,1058,2
1542,1800,232,2
1544,1800,236,2
1546,1800,254,2
3689,1950,46256,2
375,1550,14025,2
2576,1900,1445,2
945,1675,20021,2
2550,1900,896,2
3691,1950,46560,2
371,1550,10740,2
2547,1900,830,2
3693,1950,46863,2
2584,1900,1531,2
1524,1800,143,2
2545,1900,713,2
367,1550,7193,2
2543,1900,672,2
2621,1900,9797,2
4703,2000,38642,2
397,1575,9,2
1505,1775,50418,2
318,1550,48,2
1574,1800,501,2
923,1675,1555,2
317,1550,46,2
2677,1900,24052,2
4385,2000,109,2
1473,1775,27063,2
3631,1950,33090,2
1579,1800,530,2
2686,1900,27044,2
310,1525,48448,2
308,1525,38220,2
975,1700,48,2
4383,2000,90,2
2696,1900,28975,2
304,1525,35566,2
1460,1775,23541,2
4187,1975,29937,2
2705,1900,30299,2
1572,1800,480,2
4408,2000,713,2
2666,1900,23040,2
4677,2000,36752,2
723,1625,48870,2
2626,1900,10740,2
1391,1775,819,2
1503,1775,50234,2
3655,1950,35545,2
2630,1900,12396,2
4395,2000,403,2
960,1675,35270,2
3654,1950,35505,2
2665,1900,23019,2
929,1675,4475,2
331,1550,268,2
2649,1900,17808,2
1492,1775,37573,2
2654,1900,19896,2
1491,1775,37368,2
2657,1900,20532,2
322,1550,110,2
955,1675,26420,2
4362,1975,51103,2
1386,1775,640,2
1229,1750,819,2
3147,1925,33056,2
1218,1750,556,2
3415,1950,1637,2
3161,1925,35578,2
4842,2025,46999,2
3414,1950,1634,2
3412,1950,1625,2
1205,1750,437,2
1204,1750,432,2
71,1400,20021,2
69,1400,7175,2
3182,1925,38734,2
4848,2025,48647,2
65,1400,631,2
3403,1950,1568,2
3192,1925,47248,2
4325,1975,47248,2
1104,1725,824,2
3195,1925,47746,2
3201,1925,49681,2
3202,1925,49762,2
3203,1925,50079,2
3204,1925,50234,2
1199,1750,418,2
3209,1925,51103,2
1227,1750,672,2
3136,1925,31464,2
3073,1925,22725,2
3135,1925,31370,2
3080,1925,23203,2
3081,1925,23321,2
1073,1725,254,2
114,1475,211,2
1252,1750,9808,2
3086,1925,23762,2
111,1475,151,2
3089,1925,23952,2
3090,1925,24052,2
4826,2025,36525,2
3095,1925,25191,2
105,1450,38134,2
4275,1975,37573,2
1077,1725,303,2
3109,1925,28177,2
97,1450,1829,2
95,1450,1290,2
94,1450,1050,2
3118,1925,29735,2
3437,1950,2311,2
1236,1750,1238,2
1234,1750,1186,2
1082,1725,422,2
4281,1975,38121,2
3427,1950,1677,2
3210,1925,51633,2
1109,1725,957,2
1194,1750,345,2
3216,1925,52738,2
3363,1950,1075,2
1160,1725,36526,2
1158,1725,35270,2
1121,1725,1629,2
3357,1950,1041,2
3294,1950,427,2
3298,1950,448,2
3302,1950,455,2
1151,1725,26420,2
9,25,672,2
3306,1950,470,2
1149,1725,24920,2
3311,1950,504,2
4315,1975,46799,2
4882,2025,52826,2
3314,1950,514,2
3315,1950,517,2
1145,1725,21018,2
3345,1950,924,2
1143,1725,18501,2
3324,1950,565,2
3342,1950,825,2
1131,1725,11452,2
1134,1725,14034,2
3331,1950,618,2
1161,1725,37573,2
3367,1950,1116,2
4868,2025,51984,2
4296,1975,38913,2
49,1325,193,2
4292,1975,38361,2
46,1300,631,2
1110,1725,966,2
45,1300,556,2
3227,1950,62,2
1112,1725,1037,2
1113,1725,1274,2
1185,1750,229,2
1184,1750,216,2
1183,1750,211,2
4864,2025,51516,2
4300,1975,40717,2
1175,1750,105,2
3374,1950,1167,2
3254,1950,183,2
3256,1950,190,2
1173,1750,48,2
26,1175,2718,2
25,1175,631,2
1171,1750,37,2
3263,1950,230,2
3264,1950,231,2
1118,1725,1304,2
3075,1925,23040,2
1069,1725,211,2
1010,1700,966,2
2895,1925,611,2
1026,1700,12466,2
1027,1700,14034,2
1352,1775,422,2
1030,1700,17722,2
2911,1925,943,2
1346,1775,358,2
1342,1775,312,2
4358,1975,50466,2
208,1500,20021,2
2927,1925,1075,2
1339,1775,285,2
205,1500,17808,2
3512,1950,16609,2
4237,1975,34642,2
3511,1950,16177,2
2939,1925,1245,2
4239,1975,34706,2
2941,1925,1279,2
2943,1925,1281,2
4240,1975,34741,2
4787,2025,9672,2
2947,1925,1307,2
190,1500,1565,2
189,1500,1552,2
4246,1975,35146,2
229,1525,54,2
2890,1925,570,2
121,1475,508,2
2889,1925,568,2
2837,1925,326,2
2838,1925,327,2
1013,1700,1290,2
3553,1950,22849,2
1376,1775,582,2
3552,1950,22725,2
1372,1775,541,2
246,1525,333,2
3548,1950,21971,2
1370,1775,533,2
244,1525,290,2
1369,1775,531,2
2860,1925,430,2
3547,1950,21939,2
3544,1950,21728,2
4757,2000,52163,2
4758,2000,52181,2
238,1525,211,2
2876,1925,514,2
2877,1925,522,2
2879,1925,534,2
3538,1950,21018,2
1360,1775,452,2
4228,1975,33049,2
3535,1950,20108,2
1322,1775,161,2
2964,1925,1570,2
3502,1950,14440,2
2974,1925,1637,2
3478,1950,11115,2
4811,2025,31370,2
144,1475,23172,2
4265,1975,36257,2
1280,1750,25464,2
141,1475,18165,2
1277,1750,23895,2
3037,1925,16029,2
3038,1925,16177,2
3040,1925,16652,2
1058,1725,9,2
136,1475,7175,2
134,1475,1829,2
3047,1925,17809,2
133,1475,1668,2
131,1475,1534,2
1270,1750,21018,2
130,1475,1296,2
1269,1750,20021,2
1062,1725,90,2
3058,1925,20077,2
1262,1750,17142,2
3064,1925,20770,2
4821,2025,35545,2
3464,1950,9672,2
3479,1950,11317,2
3480,1950,11318,2
4810,2025,31350,2
1301,1750,38120,2
1314,1775,42,2
3498,1950,13961,2
2977,1925,1651,2
4352,1975,49956,2
3497,1950,13702,2
2982,1925,1666,2
1045,1700,26820,2
2985,1925,1813,2
2986,1925,1829,2
1306,1750,48860,2
1049,1700,35798,2
1298,1750,36532,2
4262,1975,35987,2
3489,1950,12564,2
158,1500,199,2
3487,1950,12385,2
4805,2025,26190,2
3005,1925,9739,2
3006,1925,9760,2
154,1500,184,2
1050,1700,38120,2
4808,2025,27063,2
3015,1925,11741,2
3017,1925,12396,2
2431,1900,107,2
2233,1875,1290,2
450,1575,7193,2
2194,1875,501,2
2428,1900,104,2
2174,1875,402,2
3868,1975,982,2
1746,1825,415,2
2181,1875,431,2
577,1600,28854,2
2189,1875,468,2
1740,1825,335,2
2192,1875,475,2
4590,2000,26025,2
2118,1875,81,2
3854,1975,677,2
1735,1825,277,2
3850,1975,626,2
2211,1875,625,2
845,1650,23749,2
4059,1975,11317,2
564,1600,21222,2
4060,1975,11318,2
4449,2000,2863,2
2167,1875,361,2
2165,1875,332,2
826,1650,12466,2
825,1650,12389,2
2120,1875,94,2
624,1625,328,2
620,1625,290,2
2127,1875,144,2
1781,1825,1038,2
4036,1975,9752,2
4037,1975,9763,2
4462,2000,6157,2
818,1650,7193,2
2140,1875,199,2
2141,1875,203,2
601,1625,62,2
599,1625,46,2
1769,1825,599,2
596,1625,29,2
3885,1975,1079,2
4043,1975,10095,2
590,1600,48860,2
3876,1975,999,2
2219,1875,830,2
4062,1975,11741,2
1725,1825,211,2
2276,1875,13323,2
4078,1975,14020,2
3817,1975,457,2
518,1600,454,2
517,1600,446,2
2291,1875,19418,2
2293,1875,20175,2
514,1600,427,2
2295,1875,20421,2
2296,1875,20532,2
3814,1975,443,2
4440,2000,1913,2
1687,1800,38734,2
4439,2000,1903,2
2306,1875,23019,2
2308,1875,23173,2
3809,1975,433,2
3808,1975,429,2
4438,2000,1895,2
4623,2000,30819,2
2278,1875,14020,2
4443,2000,2242,2
1723,1825,197,2
861,1650,38220,2
2227,1875,1050,2
2228,1875,1058,2
4448,2000,2724,2
4064,1975,12389,2
1133,1725,13179,2
4603,2000,27831,2
1714,1825,157,2
4604,2000,27961,2
545,1600,1829,2
858,1650,37573,2
2254,1875,1676,2
1703,1825,52,2
531,1600,917,2
2261,1875,7169,2
2262,1875,7171,2
3827,1975,501,2
3825,1975,491,2
526,1600,594,2
3823,1975,483,2
625,1625,333,2
808,1650,1534,2
4081,1975,14825,2
1997,1850,7193,2
1969,1850,1128,2
1971,1850,1279,2
1878,1850,46,2
3993,1975,5121,2
1873,1825,50234,2
1982,1850,1552,2
3946,1975,1645,2
4534,2000,17251,2
1992,1850,2500,2
1865,1825,38134,2
1800,1825,1534,2
752,1650,268,2
4000,1975,5797,2
3939,1975,1604,2
3938,1975,1603,2
2009,1850,13701,2
2010,1850,13961,2
1858,1825,31127,2
2014,1850,15728,2
675,1625,9926,2
743,1650,196,2
1884,1850,106,2
697,1625,23749,2
4528,2000,16503,2
1918,1850,332,2
4510,2000,12564,2
1925,1850,398,2
1907,1850,282,2
3982,1975,3767,2
3967,1975,2227,2
3966,1975,2136,2
3962,1975,1913,2
3961,1975,1890,2
4522,2000,14435,2
1894,1850,195,2
3958,1975,1769,2
733,1650,73,2
703,1625,30413,2
1955,1850,628,2
3952,1975,1672,2
1961,1850,815,2
1962,1850,818,2
4502,2000,11249,2
1853,1825,29797,2
1851,1825,29501,2
3935,1975,1596,2
2061,1850,29797,2
4482,2000,9672,2
2065,1850,30367,2
1821,1825,15728,2
784,1650,672,2
4479,2000,7169,2
787,1650,896,2
3919,1975,1515,2
4024,1975,7168,2
2081,1850,35798,2
642,1625,584,2
789,1650,951,2
1811,1825,9808,2
1810,1825,7193,2
796,1650,1137,2
1806,1825,1849,2
1805,1825,1829,2
2099,1850,49582,2
1804,1825,1612,2
2101,1850,50726,2
2062,1850,30049,2
2060,1850,29172,2
1848,1825,27463,2
777,1650,604,2
4008,1975,6515,2
668,1625,1829,2
2028,1850,20421,2
2029,1850,20770,2
2031,1850,21018,2
667,1625,1819,2
2033,1850,21517,2
3932,1975,1568,2
762,1650,403,2
3930,1975,1555,2
3929,1975,1552,2
2041,1850,23541,2
661,1625,1534,2
2045,1850,24355,2
4012,1975,6552,2
3927,1975,1542,2
2052,1850,27063,2
2056,1850,28623,2
2057,1850,28749,2
2317,1875,24932,2
827,1650,13179,2
2404,1900,28,2
1655,1800,19613,2
4433,2000,1683,2
2369,1875,37252,2
2387,1875,49675,2
1672,1800,29797,2
1662,1800,23173,2
484,1575,46933,2
490,1600,9,2
458,1575,13179,2
2374,1875,38124,2
1633,1800,7193,2
2376,1875,38150,2
3800,1975,377,2
3776,1975,211,2
2349,1875,30712,2
1680,1800,35798,2
2419,1900,68,2
2334,1875,29124,2
482,1575,46560,2
1669,1800,26420,2
3792,1975,306,2
892,1675,402,2
2393,1875,51640,2
4635,2000,31381,2
887,1675,216,2
1630,1800,1894,2
2396,1875,52110,2
1650,1800,17142,2
1657,1800,21018,2
462,1575,16981,2
1625,1800,1629,2
2338,1875,29797,2
463,1575,17722,2
1670,1800,27063,2
464,1575,18165,2
477,1575,37030,2
2403,1900,24,2
2405,1900,29,2
2423,1900,88,2
2354,1875,31306,2
4639,2000,31531,2
473,1575,31306,2
2424,1900,89,2
4432,2000,1680,2
2322,1875,26420,2
881,1675,110,2
3449,1950,3449,1
3729,1950,52161,1
4541,2000,18765,1
4836,2025,42751,1
4340,1975,48648,1
3423,1950,1660,1
4101,1975,17769,1
3731,1950,52165,1
3424,1950,1665,1
4125,1975,22329,1
4829,2025,38213,1
3447,1950,3190,1
3728,1950,52160,1
4284,1975,38130,1
4827,2025,37646,1
4547,2000,20108,1
4277,1975,37652,1
3453,1950,4526,1
3931,1975,1561,1
4335,1975,47509,1
3727,1950,52159,1
3422,1950,1650,1
4274,1975,37226,1
4011,1975,6523,1
4334,1975,47508,1
3455,1950,5380,1
3735,1975,15,1
3420,1950,1644,1
4120,1975,21331,1
3446,1950,3127,1
4339,1975,48647,1
3425,1950,1675,1
4837,2025,42754,1
3766,1975,172,1
4123,1975,21744,1
3428,1950,1686,1
4834,2025,38913,1
4122,1975,21517,1
4835,2025,41537,1
3436,1950,2136,1
4548,2000,20167,1
3430,1950,1790,1
3431,1950,1802,1
3767,1975,187,1
4543,2000,19576,1
3432,1950,1813,1
3434,1950,1896,1
4124,1975,21959,1
4542,2000,18861,1
3733,1950,52662,1
4489,2000,10090,1
4283,1975,38124,1
4831,2025,38323,1
4832,2025,38558,1
4667,2000,35272,1
3442,1950,2709,1
4282,1975,38122,1
3937,1975,1601,1
3732,1950,52576,1
3933,1975,1586,1
4644,2000,32778,1
4337,1975,48450,1
3441,1950,2592,1
4833,2025,38561,1
3439,1950,2486,1
3726,1950,52158,1
4437,2000,1889,1
4425,2000,1568,1
4264,1975,36251,1
4410,2000,830,1
4260,1975,35750,1
3913,1975,1416,1
4347,1975,49582,1
3713,1950,50383,1
3914,1975,1445,1
3481,1950,11319,1
3714,1950,50511,1
3777,1975,218,1
3485,1950,12224,1
4346,1975,49569,1
3916,1975,1471,1
4676,2000,36701,1
4558,2000,22219,1
3775,1975,209,1
3920,1975,1516,1
3477,1950,11068,1
4812,2025,31531,1
3911,1975,1388,1
4807,2025,26820,1
4669,2000,35471,1
4256,1975,35528,1
3492,1950,13022,1
3902,1975,1282,1
4254,1975,35436,1
3903,1975,1291,1
4026,1975,7176,1
4255,1975,35441,1
4099,1975,17695,1
4803,2025,23321,1
4136,1975,23479,1
4258,1975,35531,1
4406,2000,605,1
3906,1975,1297,1
3907,1975,1303,1
3908,1975,1313,1
3711,1950,50172,1
4257,1975,35530,1
4806,2025,26421,1
3910,1975,1320,1
3921,1975,1528,1
4345,1975,49303,1
4675,2000,36525,1
4484,2000,9737,1
4817,2025,34994,1
3720,1950,51565,1
4019,1975,6766,1
4820,2025,35533,1
4100,1975,17716,1
4640,2000,31555,1
4018,1975,6765,1
4822,2025,35953,1
4017,1975,6764,1
4556,2000,21954,1
3463,1950,7184,1
4341,1975,48660,1
3926,1975,1540,1
3461,1950,7172,1
4016,1975,6763,1
3460,1950,7169,1
4823,2025,36002,1
4272,1975,37171,1
3467,1950,9733,1
3772,1975,198,1
3773,1975,201,1
3468,1950,9763,1
4555,2000,21851,1
4267,1975,36457,1
4554,2000,21787,1
4813,2025,31613,1
4478,2000,6941,1
3922,1975,1530,1
3473,1950,10393,1
3774,1975,208,1
4268,1975,36525,1
4428,2000,1632,1
3472,1950,10218,1
4815,2025,34493,1
3719,1950,51103,1
4480,2000,9659,1
4673,2000,36215,1
4672,2000,36168,1
3469,1950,9892,1
3723,1950,51974,1
4491,2000,10155,1
4285,1975,38134,1
4870,2025,51986,1
3750,1975,98,1
4302,1975,42881,1
3366,1950,1105,1
3959,1975,1805,1
4869,2025,51985,1
3364,1950,1077,1
4656,2000,34752,1
4521,2000,14389,1
4871,2025,51987,1
4301,1975,42764,1
3362,1950,1062,1
3758,1975,141,1
4872,2025,51988,1
3361,1950,1056,1
4873,2025,52015,1
3359,1950,1050,1
3358,1950,1044,1
4874,2025,52018,1
3749,1975,93,1
4523,2000,15254,1
4841,2025,46812,1
4299,1975,40180,1
4863,2025,51449,1
3759,1975,145,1
4645,2000,32804,1
4865,2025,51600,1
4658,2000,34768,1
4866,2025,51758,1
4111,1975,20015,1
3747,1975,83,1
3990,1975,4641,1
3370,1950,1143,1
4504,2000,11741,1
4867,2025,51779,1
3372,1950,1159,1
4525,2000,15258,1
3988,1975,4464,1
3748,1975,90,1
3987,1975,4353,1
4657,2000,34764,1
3963,1975,1941,1
4519,2000,14001,1
4876,2025,52514,1
4104,1975,18145,1
3347,1950,964,1
3969,1975,2255,1
4883,2025,52889,1
3970,1975,2285,1
4310,1975,46277,1
4511,2000,12774,1
4311,1975,46282,1
3343,1950,919,1
4507,2000,12385,1
4877,2025,52575,1
3341,1950,821,1
4313,1975,46322,1
4312,1975,46304,1
3973,1975,2559,1
4106,1975,18765,1
4508,2000,12430,1
4884,2025,52897,1
3338,1950,644,1
4107,1975,18902,1
3978,1975,3024,1
3981,1975,3550,1
4309,1975,46276,1
4317,1975,46820,1
3965,1975,2055,1
4307,1975,46256,1
4878,2025,52736,1
4879,2025,52748,1
4505,2000,12197,1
4308,1975,46275,1
4880,2025,52749,1
3353,1950,1005,1
